ConceptID;Estado;Término Preferido;Términos Sinónimos;Término Abreviado;Observación;Sensibilidad;Creación Nombre;Revisado;Consultar;Etiquetas;ConceptID Fármacos - Sustancia ¦ Preferido Fármacos - Sustancia ¦ Orden ¦ Estado;Comercializado;ConceptID SNM ¦ Preferido SNM ¦ Tipo de Relación ¦ Grupo;CIE-10 ¦ Tipo de Relación
659081000167102;Vigente;leucovorina;;;;Insensible;Autogenerado;Si;No;; • 657331000167107 ¦ leucovorina ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659091000167100;Vigente;permetrina;;;;Insensible;Manual;No;No;; • 658551000167105 ¦ permetrina ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659101000167107;Vigente;cetrorelix;;;;Insensible;Autogenerado;Si;No;; • 649171000167102 ¦ cetrorelix ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659111000167109;Vigente;minociclina;;;;Insensible;Autogenerado;No;No; • Antibiótico; • 653631000167109 ¦ minociclina ¦ 1 ¦ Vigente ;Si; • 13512003 ¦ minociclina ¦ es un[a] ¦ 0;
659121000167104;Vigente;abciximab;;;;Insensible;Autogenerado;Si;No;; • 647491000167102 ¦ abciximab ¦ 1 ¦ Vigente ;Si; • 108974006 ¦ abciximab ¦ es un[a] ¦ 0;
659131000167102;Vigente;amlodipino + telmisartán;;;;Insensible;Autogenerado;Si;No;;" • 648241000167106 ¦ amlodipino ¦ 1 ¦ Vigente 
 • 656091000167109 ¦ telmisartán ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659141000167105;Vigente;minoxidil;;;;Insensible;Autogenerado;No;No;; • 652131000167106 ¦ minoxidil ¦ 1 ¦ Vigente ;Si; • 49577002 ¦ minoxidil ¦ es un[a] ¦ 0;
659151000167108;Vigente;nilotinib;;;;Insensible;Autogenerado;No;No;; • 648471000167100 ¦ nilotinib ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659161000167106;Vigente;glatiramer;;;;Insensible;Autogenerado;Si;No;; • 647901000167103 ¦ glatiramer ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659171000167100;Vigente;insulina humana NPH;;;;Insensible;Autogenerado;Si;No; • Observatorio de precios; • 647791000167106 ¦ insulina humana NPH ¦ 1 ¦ Vigente ;Si; • 416089000 ¦ insulina isófana humana ¦ es un[a] ¦ 0;
659181000167103;Vigente;brinzolamida + timolol;;;;Insensible;Autogenerado;No;No;;" • 653121000167101 ¦ brinzolamida ¦ 1 ¦ Vigente 
 • 653921000167104 ¦ timolol ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659191000167101;Vigente;cetirizina + pseudoefedrina clorhidrato;;;;Insensible;Autogenerado;Si;No;;" • 649141000167107 ¦ cetirizina ¦ 1 ¦ Vigente 
 • 653751000167106 ¦ pseudoefedrina clorhidrato ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659201000167104;Vigente;clorobutanol + lanolina + petrolato blanco + vaselina;;;;Insensible;Autogenerado;Si;No;;" • 657401000167106 ¦ clorobutanol ¦ 1 ¦ Vigente 
 • 647331000167109 ¦ lanolina ¦ 2 ¦ Vigente 
 • 653361000167105 ¦ vaselina ¦ 4 ¦ Vigente 
 • 649111000167106 ¦ petrolato blanco ¦ 3 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659211000167102;Vigente;alcanfor + mentol;;;;Insensible;Autogenerado;No;No;;" • 656681000167103 ¦ mentol ¦ 2 ¦ Vigente 
 • 649391000167100 ¦ alcanfor ¦ 1 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659221000167107;Vigente;carbinoxamina + fenilefrina + fenilpropanolamina + feniltoxolamina;;;;Insensible;Autogenerado;No;No;;" • 657891000167102 ¦ fenilefrina ¦ 2 ¦ Vigente 
 • 647701000167100 ¦ fenilpropanolamina ¦ 3 ¦ Vigente 
 • 655211000167100 ¦ carbinoxamina ¦ 1 ¦ Vigente 
 • 647841000167108 ¦ feniltoxolamina ¦ 4 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659231000167109;Vigente;lorcaserina;;;;Insensible;Autogenerado;No;No;; • 647801000167105 ¦ lorcaserina ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659241000167101;Vigente;dipiridamol;;;;Insensible;Autogenerado;Si;No;; • 652271000167102 ¦ dipiridamol ¦ 1 ¦ Vigente ;Si; • 66859009 ¦ dipiridamol ¦ es un[a] ¦ 0;
659251000167103;Vigente;acetato de betametasona + betametasona fosfato sódico;;;;Insensible;Autogenerado;Si;No;;" • 655931000167103 ¦ acetato de betametasona ¦ 1 ¦ Vigente 
 • 652091000167108 ¦ betametasona fosfato sódico ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659261000167100;Vigente;alantoína + cloruro de cetilpiridinio + noscapina;;;;Insensible;Autogenerado;Si;No;;" • 650901000167102 ¦ cloruro de cetilpiridinio ¦ 2 ¦ Vigente 
 • 648501000167106 ¦ alantoína ¦ 1 ¦ Vigente 
 • 653691000167105 ¦ noscapina ¦ 3 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659271000167106;Vigente;diosmina + hesperidina;;;;Insensible;Autogenerado;Si;No;;" • 653661000167100 ¦ diosmina ¦ 1 ¦ Vigente 
 • 651841000167101 ¦ hesperidina ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659281000167108;Vigente;nicergolina;;;;Insensible;Autogenerado;No;No;; • 658671000167101 ¦ nicergolina ¦ 1 ¦ Vigente ;Si; • 703417007 ¦ nicergolina ¦ es un[a] ¦ 0;
659291000167105;Vigente;betametasona + gentamicina;;;;Insensible;Autogenerado;Si;No; • Antibiótico;" • 652001000167102 ¦ betametasona ¦ 1 ¦ Vigente 
 • 651741000167107 ¦ gentamicina ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659301000167109;Vigente;dimeticona + óxido de zinc;;;;Insensible;Autogenerado;Si;No;;" • 653311000167108 ¦ dimeticona ¦ 1 ¦ Vigente 
 • 648441000167105 ¦ óxido de zinc ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659311000167106;Vigente;albendazol;;;;Insensible;Autogenerado;Si;No;; • 649481000167106 ¦ albendazol ¦ 1 ¦ Vigente ;Si; • 96119002 ¦ albendazol ¦ es un[a] ¦ 0;
659321000167101;Vigente;betametasona + lidocaína + neomicina + polimixina B;;;;Sensible;Autogenerado;Si;No; • Antibiótico;" • 657111000167102 ¦ lidocaína ¦ 2 ¦ Vigente 
 • 653301000167106 ¦ neomicina ¦ 3 ¦ Vigente 
 • 652001000167102 ¦ betametasona ¦ 1 ¦ Vigente 
 • 649371000167104 ¦ polimixina B ¦ 4 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659331000167104;Vigente;cetirizina;;;;Insensible;Autogenerado;Si;No;; • 649141000167107 ¦ cetirizina ¦ 1 ¦ Vigente ;Si; • 108655000 ¦ cetirizina ¦ es un[a] ¦ 0;
659341000167107;Vigente;albúmina humana;;;;Insensible;Autogenerado;Si;No;; • 649671000167106 ¦ albúmina humana ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659351000167105;Vigente;disulfiram;;;;Insensible;Autogenerado;Si;No;; • 654491000167105 ¦ disulfiram ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659361000167108;Vigente;amlodipino;;;;Insensible;Autogenerado;Si;No;; • 648241000167106 ¦ amlodipino ¦ 1 ¦ Vigente ;Si; • 108537001 ¦ amlodipino ¦ es un[a] ¦ 0;
659371000167102;Vigente;levodopa - carbidopa;;;;Insensible;Manual;Si;No;;" • 655261000167103 ¦ carbidopa ¦ 2 ¦ Vigente 
 • 650801000167109 ¦ levodopa ¦ 1 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659381000167100;Vigente;midazolam;;;;Insensible;Autogenerado;No;No;; • 653681000167108 ¦ midazolam ¦ 1 ¦ Vigente ;Si; • 26800000 ¦ midazolam ¦ es un[a] ¦ 0;
659391000167103;Vigente;azufre;;;;Insensible;Autogenerado;No;No;; • 651551000167101 ¦ azufre ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659401000167100;Vigente;betametasona dipropionato;;;;Insensible;Autogenerado;Si;No;; • 651991000167100 ¦ betametasona dipropionato ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659411000167103;Vigente;ácido acetilsalicílico + cafeína + clorfenamina;;;;Insensible;Autogenerado;No;No;;" • 654521000167108 ¦ cafeína ¦ 2 ¦ Vigente 
 • 657761000167104 ¦ clorfenamina ¦ 3 ¦ Vigente 
 • 652041000167104 ¦ ácido acetilsalicílico ¦ 1 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659421000167108;Vigente;digoxina;;;;Insensible;Autogenerado;Si;No;; • 657471000167104 ¦ digoxina ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659431000167105;Vigente;dihexazin;;;;Insensible;Autogenerado;Si;No;; • 650691000167104 ¦ dihexazin ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659441000167102;Vigente;bosentán;;;;Insensible;Autogenerado;No;No;; • 648171000167107 ¦ bosentán ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659451000167104;Vigente;bleomicina;;;;Insensible;Autogenerado;No;No; • Antibiótico; • 653061000167107 ¦ bleomicina ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659461000167101;Vigente;sulfadiazina de plata;;;;Insensible;Autogenerado;No;No; • Antibiótico; • 648191000167106 ¦ sulfadiazina de plata ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659471000167107;Vigente;diltiazem;;;;Insensible;Autogenerado;Si;No;; • 658591000167103 ¦ diltiazem ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659481000167109;Vigente;midodrina;;;;Insensible;Autogenerado;No;No;; • 654401000167104 ¦ midodrina ¦ 1 ¦ Vigente ;Si; • 108539003 ¦ midodrina ¦ es un[a] ¦ 0;
659491000167106;Vigente;alfa tocoferol;;;;Insensible;Autogenerado;Si;No;; • 651921000167103 ¦ alfa tocoferol ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659501000167101;Vigente;enfuvirtida;;;;Insensible;Autogenerado;Si;No;; • 650561000167105 ¦ enfuvirtida ¦ 1 ¦ Vigente ;Si; • 398902008 ¦ enfuvirtida ¦ es un[a] ¦ 0;
659511000167104;Vigente;ergocalciferol + lidocaína + retinol + sulfadiazina de plata;;;;Insensible;Autogenerado;Si;No;;" • 651121000167100 ¦ ergocalciferol ¦ 1 ¦ Vigente 
 • 657111000167102 ¦ lidocaína ¦ 2 ¦ Vigente 
 • 655351000167108 ¦ retinol ¦ 3 ¦ Vigente 
 • 648191000167106 ¦ sulfadiazina de plata ¦ 4 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659521000167109;Vigente;betametasona dipropionato + lidocaína + óxido de zinc;;;;Insensible;Autogenerado;Si;No;;" • 657111000167102 ¦ lidocaína ¦ 2 ¦ Vigente 
 • 651991000167100 ¦ betametasona dipropionato ¦ 1 ¦ Vigente 
 • 648441000167105 ¦ óxido de zinc ¦ 3 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659531000167106;Vigente;alfuzosina;;;;Insensible;Autogenerado;Si;No;; • 651461000167102 ¦ alfuzosina ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659541000167103;Vigente;diclofenaco potásico;;;;Insensible;Autogenerado;Si;No; • Observatorio de precios; • 648261000167107 ¦ diclofenaco potásico ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659551000167100;Vigente;alfentanilo;;;;Insensible;Autogenerado;Si;No;; • 651361000167109 ¦ alfentanilo ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659561000167102;Vigente;etanol;;;;Insensible;Autogenerado;Si;No;; • 650101000167100 ¦ etanol ¦ 1 ¦ Vigente ;Si; • 398624005 ¦ alcohol etílico ¦ es un[a] ¦ 0;
659571000167108;Vigente;alcanfor + fenol;;;;Insensible;Autogenerado;No;No;;" • 649391000167100 ¦ alcanfor ¦ 1 ¦ Vigente 
 • 649641000167101 ¦ fenol ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659581000167105;Vigente;vacuna virus papiloma humano proteína L1 tipo 16, 18 (recombinante) + hidróxido de aluminio (adyuvante) + MPL (adyuvante);;;;Insensible;Manual;No;No;;" • 658231000167101 ¦ virus papiloma humano proteína L1 tipo 18 ¦ 2 ¦ Vigente 
 • 648201000167108 ¦ hidróxido de aluminio ¦ 3 ¦ Vigente 
 • 658261000167105 ¦ virus papiloma humano proteína L1 tipo 16 ¦ 1 ¦ Vigente 
 • 658291000167100 ¦ MPL ¦ 4 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659591000167107;Vigente;flupentixol decanoato;;;;Insensible;Autogenerado;No;No;; • 648141000167102 ¦ flupentixol decanoato ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659601000167102;Vigente;pomalidomida;;;;Insensible;Autogenerado;No;No;; • 648211000167105 ¦ pomalidomida ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659611000167100;Vigente;dobutamina;;;;Insensible;Autogenerado;Si;No;; • 653801000167100 ¦ dobutamina ¦ 1 ¦ Vigente ;Si; • 26523005 ¦ dobutamina ¦ es un[a] ¦ 0;
659621000167105;Vigente;acenocumarol;;;;Insensible;Autogenerado;Si;No;; • 651911000167108 ¦ acenocumarol ¦ 1 ¦ Vigente ;Si; • 79356008 ¦ acenocumarol ¦ es un[a] ¦ 0;
659631000167107;Vigente;betametasona dipropionato + clotrimazol;;;;Insensible;Autogenerado;Si;No;;" • 651991000167100 ¦ betametasona dipropionato ¦ 1 ¦ Vigente 
 • 649601000167104 ¦ clotrimazol ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659641000167104;Vigente;betametasona dipropionato + betametasona fosfato sódico;;;;Insensible;Autogenerado;No;No;;" • 651991000167100 ¦ betametasona dipropionato ¦ 1 ¦ Vigente 
 • 652091000167108 ¦ betametasona fosfato sódico ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659651000167101;Vigente;docetaxel;;;;Insensible;Autogenerado;Si;No;; • 654861000167103 ¦ docetaxel ¦ 1 ¦ Vigente ;Si; • 108806006 ¦ docetaxel ¦ es un[a] ¦ 0;
659661000167103;Vigente;flecainida;;;;Insensible;Autogenerado;Si;No;; • 655411000167101 ¦ flecainida ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659671000167109;Vigente;fluoresceína;;;;Insensible;Autogenerado;Si;No;; • 650061000167102 ¦ fluoresceína ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659681000167106;Vigente;vacuna Haemophilus influenzae polisacárido tipo B conjugado proteína tétano;;;;Insensible;Manual;No;No;; • 647361000167100 ¦ Haemophilus influenzae polisacárido tipo B conjugado proteína tétano ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659691000167108;Vigente;dexametasona + diiodohidroxiquinoleína;;;;Insensible;Autogenerado;No;No;;" • 650911000167100 ¦ dexametasona ¦ 1 ¦ Vigente 
 • 648311000167101 ¦ diiodohidroxiquinoleína ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659701000167108;Vigente;mivacurio;;;;Insensible;Manual;No;No;; • 656851000167107 ¦ mivacurio ¦ 1 ¦ Vigente ;Si; • 108446009 ¦ mivacurio ¦ es un[a] ¦ 0;
659711000167105;Vigente;lansoprazol;;;;Insensible;Autogenerado;Si;No;; • 652951000167102 ¦ lansoprazol ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659721000167100;Vigente;difenhidramina;;;;Insensible;Autogenerado;Si;No;; • 649791000167104 ¦ difenhidramina ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659731000167103;Vigente;limeciclina;;;;Insensible;Autogenerado;Si;No; • Antibiótico; • 658161000167104 ¦ limeciclina ¦ 1 ¦ Vigente ;Si; • 96077007 ¦ limeciclina ¦ es un[a] ¦ 0;
659741000167106;Vigente;alcanfor + benzocaína + mentol + triclosán;;;;Insensible;Autogenerado;No;No;;" • 656681000167103 ¦ mentol ¦ 3 ¦ Vigente 
 • 652611000167108 ¦ benzocaína ¦ 2 ¦ Vigente 
 • 652451000167109 ¦ triclosán ¦ 4 ¦ Vigente 
 • 649391000167100 ¦ alcanfor ¦ 1 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
659751000167109;Vigente;mitoxantrona;;;;Insensible;Autogenerado;No;No;; • 647631000167101 ¦ mitoxantrona ¦ 1 ¦ Vigente ;Si; • 108791001 ¦ mitoxantrona ¦ es un[a] ¦ 0;
659761000167107;Vigente;insulina lispro;;;;Insensible;Autogenerado;Si;No; • Observatorio de precios; • 648551000167107 ¦ insulina lispro ¦ 1 ¦ Vigente ;Si; • 388454007 ¦ insulina lispro ¦ es un[a] ¦ 0;
659771000167101;Vigente;lincomicina;;;;Insensible;Autogenerado;Si;No; • Antibiótico; • 652771000167107 ¦ lincomicina ¦ 1 ¦ Vigente ;Si; • 2596005 ¦ lincomicina ¦ es un[a] ¦ 0;
