ConceptID;Estado;Término Preferido;Términos Sinónimos;Término Abreviado;Observación;Sensibilidad;Creación Nombre;Revisado;Consultar;Etiquetas;Sabor;Laboratorio Comercial;ISP;Bioequivalente;ConceptID Fármacos - Medicamento Clínico ¦ Preferido Fármacos - Medicamento Clínico ¦ Estado;ConceptID Fármacos - Familia de Productos ¦ Preferido Fármacos - Familia de Productos ¦ Estado;Comercializado;FFE;ConceptID SNM ¦ Preferido SNM ¦ Tipo de Relación ¦ Grupo;CIE-10 ¦ Tipo de Relación
808351000167101;Vigente;plaquetil cápsula (Synthon);;;;Sensible;Manual;No;No;;;9687 ¦ Synthon Chile Ltda.; • 22576 ¦ F-4191/15 ¦ PLAQUETIL CÁPSULAS 250 mg;;671811000167100 ¦ ticlopidina 250 mg cápsula ¦ Vigente ;768571000167101 ¦ plaquetil ¦ Vigente ;Si; • 10036 ¦ cápsula; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808361000167103;Vigente;vick tratatos jarabe (Lab Chile);;;;Sensible;Manual;No;No;;;9578 ¦ Laboratorio Chile S.A.; • 23756 ¦ N-497/15 ¦ TRATATOS JARABE 70 mg/ 5 mL;;672041000167102 ¦ hedera helix extracto estandarizado 70 mg/5 mL solución oral ¦ Vigente ;768811000167108 ¦ vick tratatos ¦ Vigente ;Si; • 9845 ¦ jarabe; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808371000167109;Vigente;mexilal 7,5 mg comprimido (Sanitas);;;;Sensible;Manual;No;No;;;9559 ¦ Instituto Sanitas S.A.; • 21892 ¦ F-2613/14 ¦ MEXILAL COMPRIMIDOS 7,5 mg;;681041000167100 ¦ meloxicam 7,5 mg comprimido ¦ Vigente ;768641000167105 ¦ mexilal ¦ Vigente ;Si; • 9840 ¦ comprimido; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808381000167106;Vigente;volunta 10 mg comprimido recubierto (Medley);;;;Sensible;Manual;No;No;;;9643 ¦ Medley Industria Farmacéutica Ltda. Importado (Sanofi-Aventis); • 23809 ¦ F-21118/14 ¦ VOLUNTA COMPRIMIDOS RECUBIERTOS 10 mg (ATORVASTATINA);;680721000167103 ¦ atorvastatina 10 mg comprimido ¦ Vigente ;768561000167107 ¦ volunta ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808391000167108;Vigente;masterelax 10 mg comprimido (Andrómaco);;;;Sensible;Manual;No;No;;;9604 ¦ Laboratorios Andrómaco S.A.; • 21732 ¦ F-240/12 ¦ MASTERELAX COMPRIMIDOS 10 mg;;682011000167105 ¦ ciclobenzaprina 10 mg comprimido ¦ Vigente ;769081000167101 ¦ masterelax ¦ Vigente ;Si; • 9840 ¦ comprimido; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808401000167106;Vigente;caprimida D cápsula (Recalcine);;;;Sensible;Manual;No;No;;;9621 ¦ Laboratorios Recalcine S.A.; • 19345 ¦ F-14353/14 ¦ CAPRIMIDA - D CÁPSULAS;;672391000167108 ¦ carbonato de calcio 825 mg (calcio 320 mg) + colecalciferol 125 UI cápsula ¦ Vigente ;769091000167104 ¦ caprimida D ¦ Vigente ;Si; • 10036 ¦ cápsula; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808411000167108;Vigente;nifedipino 20 mg comprimido recubierto de liberación prolongada (Lab Chile);;;;Sensible;Manual;No;No;;;9578 ¦ Laboratorio Chile S.A.; • 22162 ¦ F-12851/13 ¦ NIFEDIPINO COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 20 mg;;671991000167103 ¦ nifedipino 20 mg comprimido liberación modificada ¦ Vigente ;791931000167102 ¦ nifedipino ¦ Vigente ;Si; • 10026 ¦ comprimido recubierto de liberación prolongada; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808421000167103;Vigente;salofalk ODD supositorio (Biotoscana);;;;Sensible;Manual;No;No;;;9478 ¦ Biotoscana Farma S.A.;;;690881000167106 ¦ mesalazina 1000 mg supositorio ¦ Vigente ;794351000167105 ¦ salofalk ODD ¦ Vigente ;Si; • 9956 ¦ supositorio; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808431000167101;Vigente;bactroban ungüento nasal (GSK);;;;Sensible;Manual;No;No;;;9544 ¦ Glaxo Smithkline Chile Farmacéutica Ltda.;;;672081000167109 ¦ mupirocina 2% (20 mg/g) ungüento nasal ¦ Vigente ;779391000167106 ¦ bactroban ¦ Vigente ;Si; • 9951 ¦ ungüento nasal; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808441000167109;Vigente;ibupirac LC 600 mg cápsula blanda (Chemopharma);;;;Sensible;Manual;No;No;;;9577 ¦ Laboratorio Chemopharma S.A.; • 21129 ¦ F-21000/14 ¦ IBUPIRAC LC CÁPSULAS BLANDAS 600 mg ;;679051000167105 ¦ ibuprofeno 600 mg cápsula ¦ Vigente ;768991000167105 ¦ ibupirac LC ¦ Vigente ;Si; • 9946 ¦ cápsula blanda; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808451000167107;Vigente;fuzeon polvo liofilizado para solución inyectable con solvente (Roche);;;;Sensible;Manual;No;No;;;9670 ¦ Productos Roche Ltda.; • 20814 ¦ F-13614/14 ¦ FUZEON POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE 90 mg, CON SOLVENTE;;672161000167100 ¦ enfuvirtida 90 mg inyectable ¦ Vigente ;768941000167101 ¦ fuzeon ¦ Vigente ;Si; • 9935 ¦ polvo liofilizado para solución inyectable con solvente; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808461000167105;Vigente;duoval solución oral para gotas (Saval);;;;Sensible;Manual;No;No;;;9596 ¦ Laboratorio Saval S.A.;;;679221000167105 ¦ clorfenamina 1 mg/mL + pseudoefedrina clorhidrato 30 mg/mL gotas orales ¦ Vigente ;768711000167104 ¦ duoval ¦ Vigente ;Si; • 9843 ¦ solución oral para gotas; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808471000167104;Vigente;oradiet 120 mg cápsula (Sanitas);;;;Sensible;Manual;No;No;;;9559 ¦ Instituto Sanitas S.A.; • 22379 ¦ F-16963/13 ¦ ORADIET CÁPSULAS 120 mg;;689251000167107 ¦ orlistat 120 mg cápsula ¦ Vigente ;789771000167103 ¦ oradiet ¦ Vigente ;Si; • 10036 ¦ cápsula; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808481000167102;Vigente;flufenazina decanoato 250 mg/10 mL solución inyectable (Biosano);;;;Sensible;Manual;No;No;;;9609 ¦ Laboratorios Biosano S.A.;;;699331000167107 ¦ flufenazina 250 mg/10 mL (25 mg/mL) inyectable ¦ Vigente ;768721000167109 ¦ flufenazina decanoato ¦ Vigente ;Si; • 9971 ¦ solución inyectable; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808491000167100;Vigente;celulase ungüento tópico (Synthon);;;;Sensible;Manual;No;No;;;9687 ¦ Synthon Chile Ltda.; • 19446 ¦ N-42/16 ¦ CELULASE UNGÜENTO TÓPICO 1%;;699081000167109 ¦ centella asiática 1% (10 mg/g) ungüento ¦ Vigente ;768771000167108 ¦ celulase ¦ Vigente ;Si; • 9950 ¦ ungüento tópico; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808501000167105;Vigente;turbogesic crema (Lab Chile);;;;Sensible;Manual;No;No;;;9578 ¦ Laboratorio Chile S.A.;;;672331000167107 ¦ diclofenaco sódico 1% (10 mg/g) crema ¦ Vigente ;768911000167102 ¦ turbogesic ¦ Vigente ;Si; • 10004 ¦ crema; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808511000167107;Vigente;ectien XR 75 mg cápsula con microgránulos recubiertos de liberación prolongada (Lab Chile);;;;Sensible;Manual;No;No;;;9578 ¦ Laboratorio Chile S.A.; • 20263 ¦ F-20043/13 ¦ ECTIEN XR CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 75 mg;;681261000167109 ¦ venlafaxina 75 mg cápsula liberación modificada ¦ Vigente ;769011000167107 ¦ ectien XR ¦ Vigente ;Si; • 9863 ¦ cápsula con microgránulos recubiertos de liberación prolongada; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808521000167102;Vigente;painpac gel tópico (Prater);;;;Sensible;Manual;No;No;;;9593 ¦ Laboratorio Prater S.A.; • 22446 ¦ F-21646/15 ¦ PAINPAC GEL TOPICO 5%;;697091000167100 ¦ ibuprofeno 5% (50 mg/g) gel ¦ Vigente ;805801000167102 ¦ painpac ¦ Vigente ;Si; • 9986 ¦ gel tópico; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808531000167100;Vigente;metronidazol 250 mg comprimido (Andrómaco);;;;Sensible;Manual;No;Si;;;9604 ¦ Laboratorios Andrómaco S.A.; • 21880 ¦ F-14679/10 ¦ METRONIDAZOL COMPRIMIDOS 250 mg;;683531000167102 ¦ metronidazol 250 mg comprimido ¦ Vigente ;768931000167109 ¦ metronidazol ¦ Vigente ;Si; • 9840 ¦ comprimido; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808541000167108;Vigente;zoltum polvo liofilizado para solución inyectable (Tecnofarma);;;;Sensible;Manual;No;No;;;9690 ¦ Tecnofarma S.A.;;;695561000167106 ¦ pantoprazol 40 mg inyectable ¦ Vigente ;790551000167108 ¦ zoltum ¦ Vigente ;Si; • 10010 ¦ polvo liofilizado para solución inyectable; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808551000167106;Vigente;enalten 5 mg comprimido (Saval);;;;Sensible;Manual;No;No;;;9596 ¦ Laboratorio Saval S.A.; • 20364 ¦ F-5454/15 ¦ ENALTEN COMPRIMIDOS 5 mg;;672441000167109 ¦ enalapril 5 mg comprimido ¦ Vigente ;797171000167107 ¦ enalten ¦ Vigente ;Si; • 9840 ¦ comprimido; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808561000167109;Vigente;profenid 100 mg comprimido con recubrimiento entérico (Sanofi Aventis);;;;Sensible;Manual;No;No;;;9595 ¦ Laboratorio Sanofi Aventis de Chile S.A.; • 22688 ¦ F-9748/16 ¦ PROFENID COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 100 mg (KETOPROFENO);;679931000167103 ¦ ketoprofeno 100 mg comprimido ¦ Vigente ;791821000167108 ¦ profenid ¦ Vigente ;Si; • 9942 ¦ comprimido con recubrimiento entérico; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808571000167103;Vigente;metoclopramida clorhidrato 10 mg comprimido (Lab Chile);;;;Sensible;Manual;No;No;;;9578 ¦ Laboratorio Chile S.A.; • 21863 ¦ F-3988/15 ¦ METOCLOPRAMIDA CLORHIDRATO COMPRIMIDOS 10 mg;;673591000167107 ¦ metoclopramida 10 mg comprimido ¦ Vigente ;793801000167101 ¦ metoclopramida clorhidrato ¦ Vigente ;Si; • 9840 ¦ comprimido; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808581000167101;Vigente;diclotaren gel tópico (Farmo Química);;;;Sensible;Manual;No;No;;;9523 ¦ Farmo Química del Pacífico S.A.;" • 20050 ¦ F-22030/15 ¦ DICLOTAREN GEL TÓPICO 1,16% (Diclofenaco dietilamina)
 • 20049 ¦ F-15972/12 ¦ DICLOTAREN GEL TÓPICO 1,16%";;681881000167102 ¦ diclofenaco dietilamina 1,16% (11,6 mg/g) gel ¦ Vigente ;793131000167100 ¦ diclotaren ¦ Vigente ;Si; • 9986 ¦ gel tópico; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808591000167104;Vigente;esanterm forte suspensión oral (Esan);;;;Sensible;Manual;No;No;;;9520 ¦ Farmacéutica Esan Ltda.; • 20429 ¦ F-16672/13 ¦ ESANTERM FORTE SUSPENSIÓN ORAL 200 mg/5 mL;;675481000167105 ¦ ibuprofeno 200 mg/5 mL suspensión oral ¦ Vigente ;807601000167105 ¦ esanterm forte ¦ Vigente ;Si; • 9953 ¦ suspensión oral; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808601000167109;Vigente;diprotan 60 mg cápsula con gránulos con recubrimiento entérico (Ascend);;;;Sensible;Manual;No;No;;;9458 ¦ Ascend Laboratories SpA; • 20102 ¦ F-22123/15 ¦ DIPROTAN CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 60 mg;;687591000167106 ¦ duloxetina 60 mg cápsula ¦ Vigente ;807551000167107 ¦ diprotan ¦ Vigente ;Si; • 9911 ¦ cápsula con gránulos con recubrimiento entérico; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808611000167106;Vigente;ectien XR 150 mg cápsula con microgránulos recubiertos de liberación prolongada (Lab Chile);;;;Sensible;Manual;No;No;;;9578 ¦ Laboratorio Chile S.A.; • 20261 ¦ F-20044/13 ¦ ECTIEN XR CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 150 mg;;686801000167104 ¦ venlafaxina 150 mg cápsula liberación modificada ¦ Vigente ;769011000167107 ¦ ectien XR ¦ Vigente ;Si; • 9863 ¦ cápsula con microgránulos recubiertos de liberación prolongada; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808621000167101;Vigente;macrodantina 100 mg cápsula (Boehringer I.);;;;Sensible;Manual;No;No;;;9481 ¦ Boehringer Ingelheim; • 21708 ¦ F-1471/13 ¦ MACRODANTINA CÁPSULAS 100 mg; • 21710 ¦ F-3632/15 ¦ MACROSAN CÁPSULAS 100 mg;672461000167105 ¦ nitrofurantoína 100 mg cápsula ¦ Vigente ;791171000167102 ¦ macrodantina ¦ Vigente ;Si; • 10036 ¦ cápsula; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808631000167104;Vigente;todexona suspensión oftálmica (S.M.B. Farma);;;;Sensible;Manual;No;No;;;9629 ¦ Laboratorios S.M.B. Farma S.A.;;;676301000167103 ¦ dexametasona 0,1% (1 mg/mL) + tobramicina 0,3% (3 mg/mL) colirio ¦ Vigente ;778021000167102 ¦ todexona ¦ Vigente ;Si; • 9954 ¦ suspensión oftálmica; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808641000167107;Vigente;paracetamol infantil 100 mg/mL solución oral para gotas (Andrómaco);;;;Sensible;Manual;No;No;;;9604 ¦ Laboratorios Andrómaco S.A.;;;677591000167102 ¦ paracetamol 100 mg/mL gotas orales ¦ Vigente ;805711000167109 ¦ paracetamol infantil ¦ Vigente ;Si; • 9843 ¦ solución oral para gotas; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808651000167105;Vigente;sintoftona ungüento oftálmico (S.M.B. Farma);;;;Sensible;Manual;No;No;;;9629 ¦ Laboratorios S.M.B. Farma S.A.; • 23138 ¦ F-10253/16 ¦ SINTOFTONA UNGÜENTO OFTÁLMICO;;699261000167106 ¦ cloranfenicol 0,2% (2 mg/mL) + prednisolona acetato 0,5% (5 mg/mL) ungüento oftálmico ¦ Vigente ;787541000167105 ¦ sintoftona ¦ Vigente ;Si; • 9848 ¦ ungüento oftálmico; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808661000167108;Vigente;elonva 150 mcg/0,5 mL solución inyectable (MSD);;;;Sensible;Manual;No;No;;;9580 ¦ Laboratorio Farmacéutico Merck Sharp & Dohme Chile, Inc; • 20308 ¦ B-2163/15 ¦ ELONVA SOLUCIÓN INYECTABLE 150 mcg/0,5 mL (CORIFOLITROPINA ALFA);;693671000167100 ¦ corifolitropina alfa 150 mcg/0,5 mL (300 mcg/mL) inyectable ¦ Vigente ;807691000167104 ¦ elonva ¦ Vigente ;Si; • 9971 ¦ solución inyectable; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808671000167102;Vigente;ectien XR 37,5 mg cápsula con microgránulos recubiertos de liberación prolongada (Lab Chile);;;;Sensible;Manual;No;No;;;9578 ¦ Laboratorio Chile S.A.; • 20262 ¦ F-20042/13 ¦ ECTIEN XR CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 37,5 mg;;679061000167108 ¦ venlafaxina 37,5 mg cápsula liberación modificada ¦ Vigente ;769011000167107 ¦ ectien XR ¦ Vigente ;Si; • 9863 ¦ cápsula con microgránulos recubiertos de liberación prolongada; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808681000167100;Vigente;gastrium solución inyectable (Saval);;;;Sensible;Manual;No;No;;;9596 ¦ Laboratorio Saval S.A.; • 20837 ¦ F-5460/15 ¦ GASTRIUM SOLUCIÓN INYECTABLE 20 mg/2 mL;;677201000167105 ¦ famotidina 20 mg/2 mL (10 mg/ mL) inyectable ¦ Vigente ;800041000167104 ¦ gastrium ¦ Vigente ;Si; • 9971 ¦ solución inyectable; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808691000167103;Vigente;migtal comprimido recubierto (Saval);;;;Sensible;Manual;No;No;;;9596 ¦ Laboratorio Saval S.A.;;;681961000167100 ¦ naratriptán 2,5 mg comprimido ¦ Vigente ;769341000167106 ¦ migtal ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808701000167103;Vigente;lukanex 5 mg comprimido masticable (Saval);;;;Sensible;Manual;No;No;;;9596 ¦ Laboratorio Saval S.A.;;;672351000167101 ¦ montelukast 5 mg comprimido ¦ Vigente ;769311000167105 ¦ lukanex ¦ Vigente ;Si; • 10027 ¦ comprimido masticable; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808711000167101;Vigente;alertex 100 mg comprimido (Saval);;;;Sensible;Manual;No;No;;;9596 ¦ Laboratorio Saval S.A.; • 18685 ¦ F-15506/16 ¦ ALERTEX COMPRIMIDOS 100 mg;;683121000167109 ¦ modafinilo 100 mg comprimido ¦ Vigente ;774531000167104 ¦ alertex ¦ Vigente ;Si; • 9840 ¦ comprimido; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808721000167106;Vigente;clarimir F solución oftálmica (Andrómaco);;;;Sensible;Manual;No;No;;;9604 ¦ Laboratorios Andrómaco S.A.;" • 19553 ¦ F-20184/15 ¦ CLARIMIR-F SOLUCIÓN OFTÁLMICA
 • 19552 ¦ F-6599/15 ¦ CLARIMIR-F SOLUCIÓN OFTÁLMICA";;698681000167107 ¦ feniramina 0,3% (3 mg/mL) + nafazolina 0,025% (250 mcg/mL) colirio ¦ Vigente ;769231000167108 ¦ clarimir F ¦ Vigente ;Si; • 9967 ¦ solución oftálmica; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808731000167108;Vigente;amitriptilina 25 mg comprimido recubierto (Lab Chile);;;;Sensible;Manual;No;No;;;9578 ¦ Laboratorio Chile S.A.; • 18769 ¦ F-1347/13 ¦ AMITRIPTILINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 25 mg;;672581000167101 ¦ amitriptilina 25 mg comprimido ¦ Vigente ;798041000167102 ¦ amitriptilina ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808741000167100;Vigente;mioflam 15 mg comprimido (Synthon);;;;Sensible;Manual;No;No;;;9687 ¦ Synthon Chile Ltda.; • 21964 ¦ F-12169/12 ¦ MIOFLAM COMPRIMIDOS 15 mg.;;672071000167107 ¦ meloxicam 15 mg comprimido ¦ Vigente ;769121000167103 ¦ mioflam ¦ Vigente ;Si; • 9840 ¦ comprimido; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808751000167102;Vigente;lukanex 10 mg comprimido recubierto (Saval);;;;Sensible;Manual;No;No;;;9596 ¦ Laboratorio Saval S.A.; • 21673 ¦ F-16852/13 ¦ LUKANEX COMPRIMIDOS RECUBIERTOS 10 mg;;687351000167109 ¦ montelukast 10 mg comprimido ¦ Vigente ;769311000167105 ¦ lukanex ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808761000167104;Vigente;xarelto 2,5 mg comprimido recubierto (Bayer);;;;Sensible;Manual;No;No;;;9469 ¦ Bayer S.A.;" • 23830 ¦ F-22277/15 ¦ XARELTO COMPRIMIDOS RECUBIERTOS 2,5 mg (RIVAROXABAN)
 • 23829 ¦ F-20765/14 ¦ XARELTO COMPRIMIDOS RECUBIERTOS 2,5 mg";;698401000167101 ¦ rivaroxabán 2,5 mg comprimido ¦ Vigente ;780651000167108 ¦ xarelto ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808771000167105;Vigente;ambroxol clorhidrato 30 mg/5 mL jarabe (Andrómaco);;;;Sensible;Manual;No;No;;;9604 ¦ Laboratorios Andrómaco S.A.; • 18748 ¦ F-6510/15 ¦ AMBROXOL CLORHIDRATO ADULTO JARABE 30 mg/5 mL;;672631000167104 ¦ ambroxol 30 mg/5 mL solución oral ¦ Vigente ;782291000167100 ¦ ambroxol clorhidrato ¦ Vigente ;Si; • 9845 ¦ jarabe; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
808781000167107;Vigente;adoplan comprimido recubierto (Esan);;;;Sensible;Manual;No;No;;;9520 ¦ Farmacéutica Esan Ltda.; • 18622 ¦ F-9293/16 ¦ ADOPLAN COMPRIMIDOS RECUBIERTOS 125 mg;;676641000167108 ¦ clonixinato de lisina 125 mg comprimido ¦ Vigente ;769221000167106 ¦ adoplan ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
